,Show startmenu,,Desktop icon,,Switch the desktop,,Resize the taskbar,,Show and update the clock,,Search for program,,Manage quick launch items,,Taskbar settings,,Change window size,,Show desktop,,"Manage file sytem, drive, directories and files",,Run... dialog,,Drag and drop,,Manage tray icons,,Persistent user state,,General Purpose Code,
IShellBrowserImpl::ContextSensitiveHelp,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,1,4,1,4,1,4,0,5,0,5,0,5,2,3
IShellBrowserImpl::EnableModelessSB,0,5,0,4,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,4,0,5,1,4,0,5,0,5,0,5,2,2
IShellBrowserImpl::Exec,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,1,4,2,3,0,5,0,5,0,5,1,4
IShellBrowserImpl::GetViewStateStream,0,5,0,4,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,4,0,5,1,4,0,5,0,5,0,5,2,2
IShellBrowserImpl::IncludeObject,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,1,3,1,3,0,4,0,4,0,4,1,3
IShellBrowserImpl::InsertMenusSB,0,3,0,3,0,3,0,4,0,4,0,4,0,4,0,4,0,4,0,3,1,3,1,3,0,4,0,4,0,4,1,3
IShellBrowserImpl::IShellBrowserImpl,0,5,1,4,1,4,0,5,0,5,0,5,0,5,0,5,0,5,2,3,1,2,1,4,0,5,0,5,0,5,3,1
IShellBrowserImpl::OnDefaultCommand,0,4,0,3,0,3,0,4,0,4,0,4,0,4,0,4,0,4,0,3,0,4,1,3,0,4,0,4,0,4,3,1
IShellBrowserImpl::OnStateChange,0,4,0,3,0,3,0,4,0,4,0,4,0,4,0,4,0,4,0,3,0,3,1,3,0,4,0,4,0,4,2,2
IShellBrowserImpl::OnViewWindowActive,0,5,0,4,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,4,1,4,1,4,0,5,0,5,0,5,1,3
IShellBrowserImpl::QueryInterface,0,5,0,4,0,4,0,5,0,5,0,5,0,5,0,5,0,5,1,3,1,3,1,4,0,5,0,5,0,5,1,1
IShellBrowserImpl::QueryService,0,5,0,4,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,4,0,5,1,4,0,5,0,5,0,5,2,1
IShellBrowserImpl::QueryStatus,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,1,3,0,4,0,4,0,4,2,2
IShellBrowserImpl::Release,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,1,4,0,5,1,4,0,5,0,5,0,5,3,2
IShellBrowserImpl::RemoveMenusSB,0,4,0,3,0,3,0,4,0,4,0,4,0,4,0,4,0,4,0,3,1,3,1,3,0,4,0,4,0,4,1,3
IShellBrowserImpl::SetMenuSB,0,4,0,3,0,3,0,4,0,4,0,4,0,4,0,4,0,4,0,3,1,3,1,3,0,4,0,4,0,4,1,3
IShellBrowserImpl::SetStatusTextSB,0,5,0,4,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,4,0,5,1,4,0,5,0,5,0,5,2,2
IShellBrowserImpl::SetToolbarItems,0,5,0,5,0,4,0,4,0,5,0,5,0,5,0,5,0,5,0,4,0,5,1,4,0,5,1,4,0,5,2,2
IShellBrowserImpl::TranslateAcceleratorSB,0,5,0,4,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,4,1,4,1,4,0,5,0,5,0,5,1,3
IShellBrowserImpl::~IShellBrowserImpl,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,1,4,1,4,1,4,0,5,0,5,0,5,3,1
ListSort::CompareFunc,0,3,0,3,0,3,0,3,0,3,1,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,2,1
ListSort::ListSort,0,4,0,4,0,4,0,4,0,4,1,3,0,4,0,4,0,4,0,4,1,3,0,3,0,4,0,4,0,4,2,2
ListSort::sort,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,1
ListSort::toggle_sort,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,1
MainFrameBase::Command,0,7,0,7,1,6,0,6,0,7,0,7,1,6,1,6,2,5,0,7,0,7,1,6,0,7,0,7,0,7,4,2
MainFrameBase::Create,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,1,6,1,6,0,7,0,7,0,7,0,7,0,7,4,3
MainFrameBase::FillBookmarks,0,5,0,4,0,5,0,5,0,5,1,4,0,4,0,5,0,5,0,5,0,4,0,5,0,5,1,4,1,3,0,5
MainFrameBase::frame_get_clientspace,0,5,0,5,0,5,0,4,0,5,0,5,0,5,0,5,1,2,0,5,0,5,0,5,0,5,0,5,0,5,2,3
MainFrameBase::fullscreen_move,0,7,0,7,1,6,0,6,0,7,0,7,0,7,0,7,3,2,0,7,0,7,0,7,0,7,0,7,0,7,4,3
MainFrameBase::go_to,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,4,3
MainFrameBase::MainFrameBase,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,1,6,1,6,0,7,0,7,0,7,0,7,0,7,4,3
MainFrameBase::Notify,0,7,0,7,0,7,1,6,0,7,0,7,0,7,0,7,2,2,0,7,0,7,0,7,0,7,0,7,0,7,3,4
MainFrameBase::OpenShellFolders,0,7,0,7,0,7,0,7,0,7,1,6,0,7,0,7,0,7,1,6,3,3,2,5,0,7,0,7,0,7,2,4
MainFrameBase::ProcessMessage,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,1,4,0,7,0,7,0,7,0,7,0,7,0,7,4,3
MainFrameBase::resize_frame,0,7,0,7,0,7,1,6,0,7,0,7,0,7,0,7,6,1,0,7,0,7,0,7,0,7,0,7,0,7,1,6
MainFrameBase::resize_frame_client,0,7,0,7,0,7,2,5,0,7,0,7,0,7,0,7,6,1,0,7,0,7,0,7,0,7,0,7,0,7,2,5
MainFrameBase::toggle_child,1,6,0,7,0,7,0,7,0,6,0,7,0,6,0,7,2,4,0,6,0,7,0,7,0,7,0,7,0,7,3,2
MainFrameBase::toggle_fullscreen,0,7,0,7,0,6,0,6,0,7,0,7,0,7,0,7,6,0,0,7,0,7,0,7,0,7,0,7,0,7,0,6
MainFrameBase::TranslateMsg,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,5,1
MainFrameBase::WndProc,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,1,5,0,6,0,6,0,6,0,6,0,6,4,2
MainFrameBase::~MainFrameBase,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,1,6,0,7,0,7,0,7,0,7,0,7,4,2
MDIMainFrame::activate_child_window,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
MDIMainFrame::activate_drive_window,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
MDIMainFrame::Command,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
MDIMainFrame::Create,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,0
MDIMainFrame::CreateChild,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,1
MDIMainFrame::frame_get_clientspace,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
MDIMainFrame::go_to,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
MDIMainFrame::MDIMainFrame,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,0
MDIMainFrame::resize_frame,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
MDIMainFrame::TranslateMsg,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
MDIMainFrame::WndProc,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
MdiSdiDlg::Command,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,0
MdiSdiDlg::MdiSdiDlg,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,0
MDIShellBrowserChild::create,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,4,0,4,0,4,0,4,0,5,0,5,0,5,3,1
MDIShellBrowserChild::entry_selected,0,5,0,5,0,5,0,5,0,5,1,3,0,5,0,5,0,5,0,5,0,4,0,4,0,5,0,5,0,5,3,0
MDIShellBrowserChild::Init,0,6,0,6,0,6,0,6,0,6,0,4,0,6,0,6,0,6,0,6,0,3,0,5,0,6,0,6,0,6,4,1
MDIShellBrowserChild::jump_to_int,0,6,0,6,0,6,0,6,0,6,0,4,0,6,0,6,0,6,0,6,1,4,0,4,0,6,0,6,0,6,2,3
MDIShellBrowserChild::MDIShellBrowserChild,0,6,0,6,0,6,0,6,0,6,0,4,0,6,0,6,0,6,0,5,1,3,0,4,0,6,0,5,0,6,3,2
MDIShellBrowserChild::update_shell_browser,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,5,0,5,0,4,1,3,0,5,0,5,0,5,4,0
MDIShellBrowserChild::WndProc,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,5,0,5,0,4,0,4,0,5,0,5,0,5,4,0
NotifyArea::CancelModes,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
NotifyArea::Command,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
NotifyArea::Create,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
NotifyArea::DetermineHideState,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
NotifyArea::IconHitTest,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
NotifyArea::Init,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
NotifyArea::Notify,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
NotifyArea::NotifyArea,0,2,0,2,0,2,0,2,1,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,1,0,2,1,0
NotifyArea::Paint,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
NotifyArea::ProcessTrayNotification,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
NotifyArea::read_config,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
NotifyArea::Refresh,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
NotifyArea::show_clock,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
NotifyArea::UpdateIcons,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
NotifyArea::WndProc,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
NotifyArea::write_config,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
NotifyArea::~NotifyArea,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
NotifyHook::GetModulePath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NotifyHook::ModulePathCopyData,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NotifyHook::NotifyHook,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
NotifyHook::~NotifyHook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NotifyIconConfig::create_name,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NotifyIconConfig::match,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NotifyIconConfig::NotifyIconConfig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NotifyIconDlgInfo::NotifyIconDlgInfo,0,3,0,3,0,3,0,3,1,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,2,0,3,1,2
NotifyIconIndex::NotifyIconIndex,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,0
NotifyInfo::modify,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
NotifyInfo::NotifyInfo,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
NTDLL::NTDLL,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,1,3,0,4,0,4,0,4,0,4,3,1
NtObjChildWndInfo::NtObjChildWndInfo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NtObjDirectory::find_entry,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,4,2,0,6,0,6,0,6,0,6,1,5
NtObjDirectory::NtObjDirectory,0,6,0,6,0,6,0,6,0,6,0,6,1,5,0,6,1,5,0,6,6,0,0,5,0,6,0,6,0,6,1,5
NtObjDirectory::read_directory,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,6,0,0,6,0,6,0,6,0,6,1,5
NtObjDirectory::~NtObjDirectory,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,5,1,0,5,0,6,0,6,0,6,1,5
NtObjEntry::get_path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NtObjEntry::launch_entry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NtObjEntry::NtObjEntry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OleInit::OleInit,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
OleInit::~OleInit,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
OleInPlaceClient::attach,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,0
OleInPlaceClient::attach_control,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,0
OleInPlaceClient::CanInPlaceActivate,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,0
OleInPlaceClient::ContextSensitiveHelp,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,0
OleInPlaceClient::DeactivateAndUndo,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,0
OleInPlaceClient::detach,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,0
OleInPlaceClient::DiscardUndoState,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,0
OleInPlaceClient::GetContainer,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,0
OleInPlaceClient::GetMoniker,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1
OleInPlaceClient::GetWindow,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,0
OleInPlaceClient::GetWindowContext,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,0
OleInPlaceClient::OleInPlaceClient,0,3,0,4,0,4,0,3,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,1,0
OleInPlaceClient::OnInPlaceActivate,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,0
OleInPlaceClient::OnInPlaceDeactivate,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,2,0,3,0,3,0,3,0,2,1,1
OleInPlaceClient::OnPosRectChange,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,0
OleInPlaceClient::OnShowWindow,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,0
OleInPlaceClient::OnUIActivate,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,0
OleInPlaceClient::OnUIDeactivate,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,1
OleInPlaceClient::QueryInterface,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,0
OleInPlaceClient::RequestNewObjectLayout,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,0
OleInPlaceClient::SaveObject,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,3,0,3,0,2
OleInPlaceClient::Scroll,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,1
OleInPlaceClient::ShowObject,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,0
OleInPlaceClient::STDMETHODIMP_,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,0
OutputWorker::init_output,1,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,2,0,3,0,3,0,3,2,2
OutputWorker::OutputWorker,1,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,2,0,3,0,3,0,3,2,2
OutputWorker::output_number,1,2,0,3,0,3,0,3,0,3,0,3,1,2,0,3,0,3,0,3,0,3,1,2,0,3,0,3,0,4,2,2
OutputWorker::output_tabbed_text,1,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,2,0,3,0,3,0,4,2,2
OutputWorker::output_text,1,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,2,0,3,0,3,0,3,2,2
OwnerdrawnButton::DrawItem,0,1,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,2,1,1
OwnerdrawnButton::OwnerdrawnButton,0,1,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,2,1,1
OwnerdrawnButton::WndProc,0,1,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,2,1,1
OwnerDrawParent::OwnerDrawParent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OwnerDrawParent::WndProc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pane::calc_single_width,0,5,0,5,0,6,0,6,0,6,0,7,0,5,1,6,1,5,0,6,0,7,0,7,0,7,0,5,0,7,3,2
Pane::calc_tabbed_width,0,3,0,3,0,2,0,3,0,4,0,4,0,3,1,3,1,2,1,2,0,4,0,4,0,4,0,3,1,3,1,3
Pane::calc_width,0,3,0,3,0,3,0,3,0,4,0,4,0,3,0,4,1,2,1,2,0,4,0,4,0,4,0,3,0,4,2,2
Pane::calc_widths,0,5,0,5,0,6,0,6,0,6,0,7,0,6,1,6,2,4,0,6,0,7,0,7,0,7,0,5,0,7,2,2
Pane::command,0,4,0,4,1,3,0,4,0,5,0,5,0,4,0,4,1,1,1,3,0,4,0,5,0,5,0,4,0,5,1,2
Pane::create_header,0,6,0,6,0,6,0,6,0,7,0,7,0,7,1,5,1,5,1,5,0,7,0,7,0,7,0,7,0,7,2,4
Pane::draw_item,0,3,0,3,0,3,0,3,0,3,0,4,0,3,0,4,0,3,0,2,1,2,0,4,0,4,0,3,0,4,0,3
Pane::get_frame,0,3,0,3,0,2,0,3,0,4,0,4,0,3,0,4,0,3,1,3,0,4,0,4,0,4,0,3,0,4,2,1
Pane::init,0,5,0,5,0,6,0,5,0,6,0,7,0,6,0,6,0,5,1,5,0,7,0,7,0,7,0,5,1,6,5,1
Pane::insert_entries,0,4,0,4,0,4,0,5,0,5,0,5,0,4,0,5,0,5,0,3,1,3,0,5,0,4,0,4,0,5,1,4
Pane::Notify,0,3,0,3,0,2,0,3,0,4,0,4,0,3,0,4,0,1,1,2,0,4,0,4,0,4,0,3,0,4,1,2
Pane::Pane,0,5,0,5,0,6,0,5,0,5,0,6,0,5,1,5,0,6,0,6,0,6,0,7,0,7,0,6,0,7,4,1
Pane::set_header,0,6,0,6,0,6,0,6,0,7,0,7,0,7,1,5,0,6,1,5,0,6,0,7,0,7,0,7,0,7,2,4
Pane::WndProc,0,3,0,3,1,2,0,3,0,4,0,4,0,3,0,4,0,3,1,2,0,4,0,4,0,4,0,3,0,4,1,1
Pane::~Pane,0,6,0,6,0,7,0,6,0,6,0,7,0,6,0,6,0,7,1,6,0,7,0,7,0,7,0,6,0,7,5,1
PictureButton::DrawItem,1,4,2,1,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,1,3
PictureButton::PictureButton,2,4,0,3,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,1,6,0,6,0,7,2,4
PIDList::GetData,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
PIDList::operator LPIDA,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
PIDList::PIDList,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
PIDList::~PIDList,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
PreTranslateWindow::PreTranslateWindow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PreTranslateWindow::~PreTranslateWindow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PropertySheetDialog::add,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
PropertySheetDialog::DoModal,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
PropertySheetDialog::GetCurrentPage,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
PropertySheetDialog::PropertySheetDialog,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
PropSheetPage::init,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,1,2
PropSheetPage::PropSheetPage,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,1,3
PropSheetPageDlg::Command,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
PropSheetPageDlg::DialogProc,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
PropSheetPageDlg::PropSheetPageDlg,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1
QuickLaunchBar::AddButton,0,6,0,5,0,6,0,6,0,6,0,6,5,1,1,5,0,6,1,5,0,5,0,6,0,5,0,6,0,6,0,6
QuickLaunchBar::AddShortcuts,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,5,0,5,1,4,0,5,0,5,0,5,1,4,0,5,0,5
QuickLaunchBar::Command,0,4,0,4,0,4,0,4,0,4,1,3,3,1,0,4,0,4,0,4,0,4,1,3,0,4,0,4,0,4,0,3
QuickLaunchBar::Create,0,4,1,3,0,4,0,4,0,4,0,4,4,0,1,3,0,4,1,3,0,4,0,4,0,4,0,4,1,3,0,4
QuickLaunchBar::Notify,0,4,0,4,0,4,0,4,0,4,0,4,3,1,0,4,0,4,1,2,0,4,0,4,0,4,1,3,1,3,0,3
QuickLaunchBar::QuickLaunchBar,0,5,0,4,1,4,0,4,0,5,0,5,4,1,0,5,0,5,1,3,0,4,0,5,0,5,0,4,0,5,0,5
QuickLaunchBar::UpdateDesktopButtons,0,6,0,5,0,5,0,6,0,6,0,6,5,1,0,6,0,6,0,6,0,5,0,6,0,5,0,6,0,6,1,4
QuickLaunchBar::WndProc,0,4,0,4,0,4,0,4,0,4,0,4,3,1,0,4,1,3,1,3,0,4,0,4,0,4,1,3,0,4,0,2
